bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,price
4,4,3820,13224,2,0,3,10,3280,540,1240000
3,2,1900,9630,1,0,3,8,1900,0,230000
4,2,3720,8448,1,0,4,9,1960,1760,1275000
3,1,1410,5120,1.5,0,3,6,1210,200,294350
3,1,960,5700,1,0,4,5,960,0,208950
2,2,1930,5570,1,0,3,8,1930,0,515000
4,3,3420,9575,2,0,3,11,3420,0,965000
4,3,3010,3400,2,0,3,9,2240,770,925000
4,1,1780,5000,1.5,0,3,8,1780,0,654500
4,3,2080,11050,1,0,4,8,2080,0,364000
2,1,1250,5208,1,0,3,7,1050,200,150000
5,3,2257,10117,1,0,3,8,1363,894,349950
3,2,1670,5000,1.5,0,4,7,1670,0,585000
4,2,2250,13500,2,0,4,9,2250,0,801501
3,2,1650,221720,1,0,3,7,1650,0,610000
5,2,2880,11965,2,0,4,8,2880,0,382000
4,3,3620,403693,2,0,3,9,3620,0,495000
3,2,1950,6504,1,0,3,8,1530,420,447500
4,3,2280,9491,1,0,4,7,1290,990,575000
2,2,1740,4736,1.5,0,4,7,1040,700,565000
3,1,1220,7876,1,0,3,7,1220,0,348580
4,2,2260,9703,1,0,2,8,1660,600,459000
4,2,1790,61419,2,0,2,7,1790,0,375000
4,3,2440,7093,2,0,3,7,2440,0,310000
3,2,1400,9600,1,0,4,7,1400,0,210000
3,3,1810,3292,2,0,3,8,1810,0,384205
2,1,1400,4500,1,0,3,7,900,500,180000
2,1,1400,4500,1,0,3,7,900,500,310000
4,3,2010,6294,2,0,3,7,2010,0,427500
3,3,2520,2152,1.5,0,3,8,1560,960,780000
3,2,3060,16000,2,0,3,10,3060,0,1762000
4,3,2150,4000,2,0,3,7,2150,0,339950
3,2,2880,9750,2,0,3,10,2880,0,820000
2,2,1300,3865,1,0,3,8,1300,0,398000
3,2,2770,39927,1,0,4,8,1580,1190,492000
4,2,1780,14810,1,0,4,8,1180,600,240000
4,4,3730,15029,2,0,3,10,2440,1290,599950
2,1,930,7740,1,0,1,5,930,0,105500
2,1,930,7740,1,0,1,5,930,0,445000
2,2,1460,426450,1,0,5,7,960,500,390500
3,2,1310,8454,1,0,3,7,1310,0,255000
4,3,2770,10274,2,0,3,9,2770,0,675750
3,3,3140,5445,2,0,4,10,2240,900,1640000
4,3,1770,9239,2,0,3,7,1770,0,353500
3,1,1220,7585,1,0,4,7,1220,0,765000
4,3,2190,4944,2,0,3,8,2190,0,563500
4,2,1800,5465,1,0,3,7,900,900,439000
5,3,3100,10014,1,0,4,9,1660,1440,975000
3,3,2270,4399,2,0,3,7,2270,0,469900
3,1,1300,8184,2,0,3,6,1300,0,252000
3,2,1769,9300,1,0,4,7,1769,0,495000
6,3,3370,15625,1,0,3,8,1770,1600,570000
4,3,1630,5361,2,0,3,7,1630,0,327000
2,2,2470,7658,1,0,4,8,1480,990,898000
4,3,2600,8572,2,0,3,8,2600,0,300000
3,2,1800,12440,1,0,3,8,1220,580,418500
4,3,2240,4616,2,0,3,7,1840,400,450000
3,2,1960,13100,1,0,5,8,1650,310,403000
3,1,1710,6556,1.5,0,4,7,1200,510,440000
4,2,2140,4959,1,0,3,7,1080,1060,350000
3,2,1400,6200,1,0,3,6,700,700,240000
2,1,890,2100,1,0,4,6,760,130,460000
4,1,1820,4000,2,0,3,8,1820,0,825000
3,2,1860,12000,1,0,4,7,1860,0,267500
3,1,1220,22443,1,0,4,7,1220,0,201000
3,3,2300,4637,2,0,3,8,2300,0,479500
2,1,1520,4700,2,0,4,7,1520,0,210000
2,1,1440,3225,1,0,3,7,960,480,445000
3,2,1170,8148,1,0,3,7,1170,0,265000
3,2,1170,8148,1,0,3,7,1170,0,399000
4,2,3200,53357,2,0,4,9,3200,0,785000
5,3,4470,35124,2.5,0,3,11,4470,0,831500
4,3,2570,4557,2,0,3,7,2570,0,360000
3,3,2370,7916,2,0,3,9,2370,0,655000
4,2,1800,10150,1.5,0,4,7,1800,0,449950
5,3,2300,7000,1,0,3,8,1290,1010,612000
3,3,3240,33661,2,0,3,8,3240,0,575000
3,3,2280,18241,1,0,3,9,960,1320,557000
4,2,1870,12500,1,0,5,6,1030,840,375000
3,2,1820,99752,1,0,4,7,1820,0,369000
5,3,2390,6282,1,0,4,7,1290,1100,330000
4,2,2110,6708,1,0,3,8,1410,700,1031000
2,1,980,4800,1,0,4,7,980,0,550000
3,2,1250,7710,1,0,4,7,1250,0,338000
4,3,3680,13351,2,0,5,9,3680,0,1900000
3,1,2230,8163,1,0,3,7,1230,1000,235000
1,1,1230,9300,1.5,0,4,6,1230,0,349950
5,3,2093,10350,1.5,0,5,7,2093,0,300000
3,2,1660,12865,1,0,5,7,1660,0,431000
5,3,1630,20750,1,0,4,7,1100,530,280000
4,3,1677,7209,2,0,3,7,1677,0,295000
4,3,2990,6383,2,0,3,7,2990,0,445000
5,1,2150,262231,1.5,0,3,7,2150,0,550000
4,3,2890,15067,2,0,3,9,2890,0,515000
3,3,3050,158558,1,0,4,9,3050,0,555000
3,3,1410,2500,2,0,3,7,1410,0,265000
4,3,2280,2432,2,0,5,8,1520,760,597000
2,1,1260,5800,1,0,4,7,1260,0,661000
3,2,1460,4350,2,0,3,7,1460,0,362764
4,3,1600,14000,1,0,3,8,1310,290,427000
3,2,2020,8531,1,0,3,7,2020,0,405000
3,2,1170,11530,1,0,3,7,1170,0,157000
3,2,1170,11530,1,0,3,7,1170,0,246500
2,2,1280,11071,1,0,3,7,850,430,386500
4,3,2680,15508,2,0,3,8,2680,0,300000
3,2,1770,8571,1,0,3,8,1270,500,240000
5,4,4790,12957,2,0,3,9,3110,1680,818500
3,2,1300,8500,1,0,4,7,1300,0,249000
4,2,2610,7700,1,0,3,8,1700,910,580000
4,3,4500,35200,1,0,3,13,4500,0,2340000
4,3,2100,7366,2,0,3,8,2100,0,333000
2,2,1340,7605,1,0,3,7,1340,0,230000
3,1,970,6180,1,0,3,6,970,0,360500
3,2,2200,7200,1,0,3,8,1270,930,265000
2,1,990,5000,1,0,3,7,990,0,490000
2,2,1180,5000,1,0,2,7,880,300,600000
3,1,980,6530,1,0,3,7,980,0,307500
4,2,2370,9636,1,0,3,8,1660,710,670000
3,2,1910,10583,1.5,0,4,7,1910,0,247200
4,5,5270,12195,2,1,3,11,3400,1870,2600000
3,2,1430,8400,1,0,4,7,1430,0,440000
4,3,2490,7694,2,0,3,8,2490,0,700000
4,2,2000,8317,1.5,0,4,8,2000,0,756100
4,3,2600,19275,1,0,3,8,1620,980,555000
5,4,2880,3750,2,0,3,8,2270,610,830000
3,1,1010,8863,1,0,4,6,1010,0,180000
5,4,3290,5600,2,0,3,9,2670,620,775000
4,2,1530,18400,1.5,0,4,6,1530,0,220000
4,3,2020,15810,1,0,4,9,1620,400,650000
3,2,1340,9975,1,0,4,7,1340,0,410000
4,3,2180,5367,2,0,3,7,2180,0,339995
5,2,2870,9680,1,0,5,9,1440,1430,1160000
3,3,2070,9697,2,0,4,7,1330,740,440000
2,2,930,7080,1,0,3,6,930,0,275000
3,3,2270,9822,2,0,3,9,2270,0,766000
3,2,1630,7900,1,0,4,7,1130,500,231500
3,2,2770,89298,2,0,3,9,2770,0,472000
4,3,4010,37076,2,0,4,12,4010,0,1325000
4,2,1970,8390,1,0,3,7,1140,830,265000
2,1,790,6000,1,0,3,7,790,0,325000
3,2,1740,8424,1,0,5,7,1040,700,364500
2,1,1130,8184,1,0,3,6,1130,0,322500
3,2,1180,4000,1,0,3,7,1040,140,338900
5,3,2350,4000,2,0,3,9,2350,0,910000
5,3,2350,4000,2,0,3,9,2350,0,1015000
3,2,1850,6869,1,0,5,6,1100,750,459950
4,3,3220,6224,1.5,0,3,9,3220,0,584950
3,2,2050,11313,1,0,3,7,1520,530,252000
3,3,1430,8470,1,0,3,7,1190,240,270000
4,3,3210,8938,2,0,3,10,3210,0,750000
3,2,3520,12350,1,0,4,8,1530,1990,775000
3,3,2260,8120,2,0,3,8,2260,0,325000
5,3,3290,6422,2,0,3,9,3290,0,810000
2,2,1640,2128,2,0,4,8,1640,0,409000
4,2,1580,5340,1,0,3,7,1130,450,400000
4,2,1940,8270,2,0,5,7,1940,0,530000
3,2,1580,8506,2,0,3,7,1580,0,580000
3,2,1750,11340,1,0,4,7,1300,450,491300
4,3,1810,7350,1,0,4,7,1200,610,272000
3,3,1970,106722,1,0,3,9,1970,0,599950
3,3,1770,5146,2,0,3,8,1770,0,464000
3,2,1800,6000,1,0,5,7,900,900,471001
3,2,1500,11616,1,0,3,7,1100,400,230000
3,1,940,6695,1,0,4,6,940,0,358000
3,2,2340,6183,1,0,3,7,1210,1130,510000
3,1,840,9480,1,0,3,6,840,0,86500
3,1,840,9480,1,0,3,6,840,0,199950
3,3,2940,5432,3,0,4,10,2440,500,1712500
3,3,3180,3680,2,0,4,9,2190,990,850000
4,3,2020,3440,1.5,0,4,7,1480,540,542000
2,1,820,4320,1,0,3,5,820,0,102500
3,2,4060,136290,1,0,3,8,2810,1250,718000
4,2,2660,22194,1,0,4,8,2180,480,625000
3,1,1010,11244,1,0,4,7,1010,0,350000
2,1,710,5120,1,0,3,6,710,0,216000
3,1,980,7228,1.5,0,3,7,980,0,340000
3,1,1100,5400,1.5,0,3,7,1100,0,505000
5,3,2840,6010,2,0,3,8,2840,0,372000
4,2,2300,7524,2,0,4,8,2300,0,263850
4,3,5370,20388,2,0,4,11,5370,0,1350000
4,3,2280,9899,2,0,3,8,2280,0,325000
2,1,1010,7740,1,0,3,6,890,120,289000
3,2,1420,6600,1,0,3,7,1160,260,364000
4,3,2100,8800,1,0,5,8,1250,850,610000
4,3,3110,49765,1,0,4,8,3110,0,531500
3,2,2160,9540,2,0,3,8,2160,0,402500
2,1,820,6250,1,0,4,5,820,0,375000
5,3,4340,9108,1,0,5,8,2170,2170,537500
3,2,2100,9066,1,0,3,8,1440,660,375000
4,2,1250,8840,1,0,4,7,910,340,293550
6,3,3870,43787,2,0,3,8,2700,1170,585000
2,3,1360,2693,2,0,3,6,1360,0,225000
4,1,1400,8684,1.5,0,3,7,1400,0,185000
3,2,1450,7375,1,0,3,7,1010,440,402000
5,2,1880,16617,1,0,3,7,960,920,585000
2,3,1380,953,3,0,3,9,1380,0,549000
3,2,2910,15626,1.5,0,4,9,2510,400,1810000
3,2,1380,10529,1,0,3,7,1380,0,345000
3,2,3100,11985,1,0,4,7,1790,1310,302500
4,2,1400,25500,1,0,4,7,1400,0,218500
2,2,1650,6840,1.5,0,5,7,1650,0,705000
3,1,840,5525,1,0,5,6,840,0,191000
3,3,2550,45254,2,0,3,9,2550,0,695000
2,3,2820,11770,2,0,3,7,1630,1190,350000
3,2,1710,4080,1,0,4,7,1130,580,480000
3,1,820,5200,1,0,4,6,820,0,220000
4,2,2620,33578,2,0,3,7,2620,0,535000
2,2,2430,23400,1,0,3,10,2430,0,1000000
3,2,1560,7424,1,0,5,8,1560,0,592000
4,3,3060,6826,2,0,3,9,3060,0,775000
3,3,1680,4584,2,0,3,7,1680,0,320000
3,3,3320,15022,2,0,3,10,3320,0,760000
3,3,2390,8315,2,0,4,9,2390,0,640000
3,1,1360,5840,1,0,4,5,1360,0,253200
2,1,1800,9236,1,0,3,7,1800,0,228000
3,1,1160,9525,1,0,4,7,1160,0,325000
4,3,4160,35654,2,0,3,8,2760,1400,530000
4,2,1660,3200,2,0,3,7,1660,0,300000
3,2,1410,6030,1.5,0,4,7,1410,0,418000
4,2,2230,9625,1,0,3,8,1180,1050,415000
3,3,1700,4000,2,0,3,7,1700,0,384000
3,3,2070,8337,2,0,3,8,2070,0,325000
3,2,2300,12682,1,0,3,8,2300,0,600000
4,2,3040,9690,1,0,4,9,1940,1100,760000
2,2,1220,3568,1.5,0,4,8,1220,0,168000
3,1,960,3960,1,0,3,7,960,0,405000
3,1,1480,10094,1,0,4,7,1480,0,479000
3,2,1560,5130,1,0,5,7,1150,410,549000
3,2,1100,33600,1,0,3,7,1100,0,215000
2,2,900,5750,1,0,3,7,900,0,550000
4,2,2400,7700,1.5,0,4,7,1500,900,389000
3,3,2320,15024,2,0,3,8,2320,0,447500
5,3,2570,5590,1,0,3,8,1580,990,540000
4,3,1300,9638,1,0,2,7,1300,0,273500
5,3,2930,10148,2,0,3,9,2930,0,257000
2,1,720,7200,1,0,5,6,720,0,199000
4,3,2350,10655,2,0,3,8,2350,0,339100
4,3,2940,7590,2,0,3,9,2940,0,435000
3,3,2020,3000,1,0,4,6,1010,1010,400000
2,1,1430,365904,1,0,3,7,1010,420,356000
3,1,950,6951,1,0,4,7,950,0,395000
2,1,1250,4320,1,0,4,7,850,400,575000
3,2,1300,5120,1.5,0,4,6,1300,0,515000
4,3,2520,3360,1.5,0,4,8,1550,970,618250
3,2,1330,7125,2,0,3,7,1330,0,245000
3,3,2480,3240,1.5,0,3,9,1890,590,690000
5,2,3020,10010,1,0,3,7,1510,1510,465000
3,2,1770,8240,1,0,4,7,1240,530,280000
3,2,1930,6533,1,0,3,7,1230,700,285000
3,2,1650,7047,2,0,3,7,1650,0,320000
4,3,2580,9601,2,0,4,7,2130,450,355000
3,2,2570,10078,1.5,0,3,8,2570,0,670000
1,1,2880,7560,1,0,3,7,1440,1440,550000
4,3,2660,4500,1.5,0,5,8,1860,800,765000
3,1,1560,5225,1.5,0,3,7,1260,300,430000
3,3,3080,8448,2,0,3,9,3080,0,950000
4,2,2540,7200,1,0,4,7,1270,1270,525000
6,3,3080,8163,1,0,3,7,1580,1500,300000
3,3,2190,7258,2,0,3,8,2190,0,345000
3,4,2930,150945,2,0,3,8,2930,0,838000
5,3,2880,20274,1,0,4,9,1660,1220,1795000
3,2,2160,98445,2,0,3,8,2160,0,390000
3,2,2110,18815,2,0,5,7,2110,0,1150000
4,2,1830,5720,2,0,3,7,1830,0,295000
4,4,3180,7650,2,0,3,8,2530,650,775000
3,3,1880,6047,2,0,3,8,1880,0,380000
3,1,1140,8180,1,0,3,7,1140,0,550000
5,2,1798,11232,1,0,3,7,1798,0,199900
3,2,1670,5209,1.5,0,5,7,1670,0,329900
3,2,2580,11060,1,0,3,8,2580,0,898000
4,2,3720,12384,1,0,5,8,1860,1860,875000
4,3,2790,7956,2,0,3,9,2790,0,375000
3,3,2190,5091,2,0,3,8,2190,0,365000
4,3,2280,2850,1.5,0,4,7,1540,740,530000
3,1,1100,5200,1,0,4,6,1100,0,225500
4,2,2180,7000,1,0,3,8,1680,500,318000
4,3,2770,9798,2,0,4,9,2770,0,910000
3,1,1980,18730,1,0,4,7,1280,700,207000
5,4,4180,17935,2,0,3,11,4180,0,1886700
6,3,3030,31920,1,0,4,8,1670,1360,624500
3,3,1690,1553,2.5,0,3,8,1690,0,640000
3,2,1990,65340,2,0,3,8,1990,0,500000
5,2,2250,8970,1,0,4,7,1500,750,390000
3,2,2080,2050,1.5,0,3,7,1550,530,284000
3,2,2460,41343,1,0,4,8,2460,0,620000
3,3,2588,5702,2,0,3,8,2588,0,306000
4,2,2570,12039,1,0,3,8,1910,660,495000
3,3,2370,12753,2,0,3,7,2370,0,499950
3,1,1070,10563,1,0,3,7,1070,0,330000
3,2,1940,5820,1.5,0,5,7,1150,790,665000
3,3,2650,2387,2,0,3,8,1830,820,850000
4,3,2290,6318,2,0,4,8,2290,0,599950
4,3,2050,9143,2,0,3,8,2050,0,360000
3,3,2680,5497,2,0,3,9,2680,0,699000
3,2,1520,8100,1,0,5,6,760,760,475000
3,2,2690,435600,2,0,3,8,2690,0,575000
2,2,1180,844,2,0,3,7,990,190,345000
4,3,3030,9500,2,0,3,8,3030,0,367950
3,2,1400,11400,2,0,3,8,1400,0,374500
4,3,3000,8100,2,0,3,8,3000,0,607500
3,1,1200,9800,1,0,4,7,1200,0,374000
3,1,1000,6947,1,0,3,7,1000,0,390000
4,3,2740,5339,2.5,0,3,9,2740,0,705000
3,3,1990,4978,2,0,3,8,1990,0,467000
3,3,2110,7794,1,0,3,6,2110,0,243500
3,3,1830,1850,2,0,3,10,1690,140,593000
3,1,940,7980,1,0,3,6,940,0,223000
4,3,2980,10179,2,0,3,9,2980,0,574000
3,2,2260,11305,1,0,3,7,1130,1130,400000
4,3,3470,70131,1,0,4,8,1750,1720,772000
3,2,1510,10450,1,0,4,7,1510,0,593777
4,4,2710,5722,2,0,4,8,2040,670,539500
3,3,2080,2625,2,0,3,8,2080,0,550000
2,2,1860,10856,1,0,3,8,1260,600,265000
3,2,2120,9350,1,0,3,7,1280,840,428000
3,2,1110,8375,1,0,5,7,1110,0,505000
5,6,5190,12637,2,0,3,11,5190,0,925000
3,2,1520,15344,1,0,3,8,1520,0,230000
4,3,2650,9990,2,0,3,10,2650,0,695000
4,3,3350,7857,2,0,3,9,3350,0,700000
3,2,1770,2800,1.5,0,3,7,1770,0,712500
3,3,2200,4692,2,0,3,8,2200,0,480000
3,3,2000,8424,1,0,4,7,1300,700,470000
3,2,1730,15003,1,0,3,7,1150,580,335000
3,2,1300,7907,1,0,3,7,900,400,270000
5,3,2950,67475,1,0,3,8,2530,420,810000
3,3,1720,954,3,0,3,8,1460,260,589000
2,1,880,4558,1,0,3,7,880,0,415000
4,2,1790,13200,1,0,3,7,1220,570,197000
3,2,1380,7600,1,0,4,7,790,590,235500
3,2,1530,1840,2,0,3,8,1240,290,460000
5,2,2330,4947,1,0,4,8,1380,950,572500
5,2,1540,9629,1,0,4,7,1540,0,302000
3,3,3210,8630,2,0,4,10,2530,680,870000
3,1,1130,5758,1,0,3,7,960,170,485000
3,2,1460,7526,1,0,3,7,1460,0,240000
3,2,1410,7215,1,0,3,7,1410,0,383000
4,3,1750,5080,1.5,0,3,8,1750,0,750000
2,2,1370,5125,1,0,5,6,1370,0,409950
3,2,1780,23819,1,0,3,7,1780,0,246000
4,2,1890,4500,2,0,5,7,1490,400,860000
3,2,1630,12295,2,0,4,7,1630,0,339950
5,2,2320,8100,1,0,4,7,1160,1160,315000
3,3,2580,4636,2,0,3,9,2580,0,698000
2,3,1470,2034,2,0,4,8,1470,0,419000
3,1,2298,10140,1,0,3,7,2298,0,372000
3,3,1960,4709,2,0,3,7,1960,0,425000
3,2,2950,8036,1.5,0,3,8,1950,1000,386500
2,1,670,7312,1,0,3,5,670,0,348000
5,4,3020,15305,2,0,3,10,2230,790,754000
4,3,2390,7309,2,0,4,7,2390,0,269950
3,3,3090,20785,2,0,4,10,3090,0,891500
4,2,1780,5000,1,0,5,7,890,890,349950
2,1,1420,81892,1,0,3,7,1180,240,360000
4,2,2420,15482,2,0,4,8,2420,0,975000
4,2,1480,3844,1.5,0,5,7,1480,0,449250
4,2,2190,3850,2,0,3,7,2190,0,350000
4,2,1820,6137,1.5,0,4,7,1690,130,790000
3,2,1810,24586,1,0,4,9,930,880,990000
3,2,2550,4089,2,0,3,9,2550,0,834000
3,1,1360,3880,1,0,3,7,1060,300,466950
3,2,2259,26831,1.5,0,5,7,1491,768,262500
4,3,3880,14550,2,0,3,10,3880,0,762300
6,3,2730,5000,1,0,3,8,1780,950,733000
4,3,2800,17279,1,0,3,7,1560,1240,439000
5,3,4290,7019,2.5,0,4,10,3590,700,1160000
3,3,1770,3993,2,0,3,8,1770,0,420000
3,2,1920,10961,2,0,3,8,1920,0,549000
4,3,2320,4000,1.5,0,5,8,1510,810,518000
4,3,2961,12146,2,0,3,9,2961,0,695000
3,3,1680,7385,2,0,3,8,1680,0,485000
3,2,1590,27200,1.5,0,4,6,1590,0,280000
2,1,1420,16400,1.5,0,4,6,1420,0,306500
2,1,1370,9460,1,0,3,6,1370,0,720000
3,3,2620,4558,2,0,3,7,2620,0,277500
3,2,1810,17006,2,1,3,8,1810,0,649000
4,4,4730,47870,1,1,3,10,2940,1790,3395000
2,1,700,6000,1,0,4,6,700,0,267800
4,3,2390,6979,2,0,3,8,2390,0,625000
4,3,2070,8127,1.5,0,3,9,1590,480,600000
4,2,1780,8149,1.5,0,4,7,1780,0,395000
4,3,1900,21780,1.5,0,3,7,1900,0,212000
2,1,1040,4040,1,0,3,7,940,100,425000
4,2,2370,5000,1.5,0,3,8,1770,600,870000
3,3,1970,3667,2,0,3,7,1970,0,420000
4,2,2120,9921,2,0,3,8,2120,0,800000
3,3,1960,9535,2,0,3,8,1960,0,575000
3,3,2660,4000,2,0,3,9,2170,490,915000
3,2,1180,14258,2,0,3,7,1180,0,400000
3,3,2390,6550,1,0,4,8,1440,950,750000
3,1,1250,7592,1,0,5,7,1250,0,235000
5,3,2600,13674,1,0,5,8,1300,1300,599950
2,1,940,3800,1,0,3,7,940,0,481203
5,3,3880,13000,2,0,3,10,3880,0,1815000
3,3,1530,2913,2,0,4,7,1530,0,379000
3,2,2430,5000,2,0,4,7,1760,670,626000
2,1,1030,4841,1,0,3,7,920,110,535000
4,3,2740,16007,2,0,3,9,2740,0,1225000
2,2,1180,1034,2,0,3,7,1120,60,410000
4,3,3090,9238,1,0,4,8,1680,1410,940000
3,1,1060,9663,1,0,3,7,1060,0,326250
2,1,790,5985,1,0,3,6,790,0,200000
4,3,3070,8250,1,0,5,8,2100,970,880000
2,2,2100,58488,2,0,3,9,2100,0,370000
2,3,1100,1737,2,0,3,8,1100,0,190000
2,1,1070,4200,1,0,4,6,1070,0,160000
4,3,2190,12825,1,0,3,9,1520,670,625000
4,4,3450,6873,2,0,3,10,2750,700,590000
3,3,2070,3599,2,0,3,8,2070,0,575000
2,1,1190,5200,1,0,5,7,1190,0,470000
2,1,600,1500,1,0,4,4,600,0,130000
3,1,940,8400,1,0,3,7,940,0,229000
3,1,1280,12928,1.5,0,3,6,1280,0,279900
3,1,1370,7500,1,0,3,7,1370,0,307000
3,2,2450,15001,1,0,3,7,1980,470,399950
4,2,1970,15743,1,0,3,7,1370,600,405000
4,3,2910,9000,1,0,4,8,2130,780,539950
2,1,760,5240,1,0,3,6,760,0,129000
3,2,1270,8422,1,0,3,7,1270,0,340000
3,2,1570,4875,1,0,4,7,1310,260,214950
4,3,2310,5650,1,0,3,8,1330,980,450000
3,2,1900,5000,1,0,4,7,950,950,515000
4,2,3780,5160,2,0,4,9,2510,1270,1400000
3,1,1060,9946,1,0,4,7,1060,0,230000
3,2,1880,10032,1,0,4,8,1880,0,681000
3,1,1160,8636,1,0,3,6,1160,0,255000
2,1,860,4013,1,0,3,7,860,0,580000
2,2,1590,8000,1,0,3,7,910,680,295000
2,1,1170,6543,1,0,3,7,1170,0,286000
3,2,1190,8100,1,0,3,7,830,360,425000
2,1,1300,11400,1,0,3,7,1300,0,170000
3,2,1660,8281,1,0,3,7,1660,0,380000
3,2,1160,6120,1,0,3,7,1160,0,506000
3,3,1950,9618,2,0,3,7,1950,0,315000
4,3,2470,3811,2,0,3,8,2470,0,449950
3,1,1430,12420,1,0,3,7,1430,0,255000
3,3,1970,9607,2,0,3,7,1090,880,289000
3,2,1400,10018,1,0,4,7,1400,0,389000
3,2,1510,344124,1,0,4,7,1510,0,327000
7,3,5350,14400,2.5,0,4,10,5020,330,2885000
3,1,920,6612,1,0,3,6,920,0,210000
4,4,7620,29536,2,0,3,11,5980,1640,1680000
4,3,2490,4751,2,0,3,7,2490,0,360000
4,3,3030,16000,2,0,3,11,3030,0,875000
4,2,1650,7200,1,0,3,8,1650,0,550000
3,2,1210,12500,1,0,3,7,1210,0,257500
4,3,2990,7389,1.5,0,4,8,2090,900,1075000
2,1,1060,5144,1,0,5,6,1060,0,202950
4,2,2680,6120,1,0,5,8,1340,1340,622000
4,2,1790,45738,1,0,3,8,1410,380,455000
3,3,2690,17461,2,0,3,10,2690,0,805000
2,1,770,9497,1,0,3,6,770,0,257000
5,3,2700,16570,1,0,4,8,1750,950,744500
4,3,2620,9157,2,0,3,8,2620,0,885000
2,2,930,747,2,0,3,8,630,300,355000
3,1,1340,7000,1,0,4,7,1340,0,240000
3,2,1470,18459,2,0,4,6,1470,0,169000
3,3,2330,4160,2,0,4,8,2330,0,639900
3,2,1730,11325,1,0,5,7,1730,0,292000
4,3,2780,7838,2,0,3,9,2780,0,563500
2,2,1200,7131,1,0,3,8,1200,0,389000
4,3,4430,21000,2,0,3,10,4430,0,2750000
3,2,1820,4418,2,0,4,8,1820,0,661000
2,2,1300,4659,1,0,3,8,1300,0,344000
1,1,680,6600,1,0,3,5,480,200,510000
2,1,780,4132,1,0,3,7,780,0,289000
3,2,2430,7614,1.5,0,3,8,1900,530,365000
3,2,1750,32500,1,0,4,7,1750,0,410000
3,1,1610,5100,1.5,0,5,7,1010,600,535610
4,2,2120,7620,2,0,3,8,2120,0,397950
3,2,1430,4850,1,0,3,7,930,500,284000
4,2,1360,8100,1.5,0,3,7,1360,0,201000
4,2,2530,5000,1.5,0,4,7,1690,840,734000
5,3,3270,9146,2,0,3,7,3270,0,357500
5,3,2620,8050,1,0,3,8,1520,1100,550120
3,2,1810,8232,1,0,3,8,1810,0,300000
3,3,2120,9653,2,0,3,8,2120,0,374950
4,2,2190,41000,2,0,3,8,2190,0,602500
3,1,980,7606,1,0,3,7,980,0,221000
5,3,2230,4400,2,0,3,7,1730,500,920000
4,2,1540,9279,1,0,3,7,1540,0,235000
3,1,980,7296,1,0,3,7,980,0,375000
4,3,2120,3640,2,0,3,8,2120,0,599000
3,2,2090,12112,2,0,3,8,2090,0,562100
3,3,1620,1377,2,0,3,8,1100,520,640000
3,2,1650,11256,1,0,4,7,1250,400,294000
4,3,3230,7766,2,0,3,9,3230,0,714000
4,3,2790,5420,1,0,3,9,1130,1660,970000
4,2,1600,7916,2,0,3,7,1600,0,280000
4,3,1790,4358,2,0,3,7,1790,0,260000
3,2,2060,15050,1.5,0,4,7,2060,0,294000
4,1,1370,41194,1.5,0,5,5,1370,0,255500
5,5,6200,13873,2,1,4,11,4440,1760,3300000
3,2,1510,43560,1,0,3,7,1510,0,450000
3,1,1280,9898,1,0,3,7,1280,0,368000
4,2,2180,11056,1,0,3,8,1370,810,830000
2,2,1440,11210,1,0,4,6,1130,310,282500
3,2,1580,16215,1,0,4,7,1580,0,335000
2,2,1580,5750,1,0,5,6,790,790,558000
4,2,1730,8505,1.5,0,4,7,1730,0,270000
2,1,700,13500,1,0,3,4,700,0,152000
4,2,2030,18295,1.5,0,4,7,2030,0,493000
4,3,2500,10330,2,0,3,10,2500,0,740000
3,3,2605,2216,2,0,3,9,2090,515,789800
2,1,910,4191,1,0,3,6,910,0,275000
6,3,3560,6480,2.5,0,4,11,3560,0,1500000
3,2,1140,3395,1,0,5,7,620,520,424000
2,1,1000,3513,1,0,4,5,1000,0,715000
4,3,3010,7953,2,0,3,9,3010,0,600000
2,2,2110,8700,1,0,4,9,1760,350,802000
3,1,910,8700,1,0,4,6,910,0,165000
4,3,2050,5000,2,0,4,8,1370,680,750000
2,1,1090,10481,1,0,2,7,780,310,405000
3,3,2100,12338,2,0,3,9,2100,0,521900
3,1,1000,8018,1,0,3,7,1000,0,275000
5,3,4410,58157,2,0,4,9,2330,2080,600000
3,2,1800,10200,1,0,3,8,1800,0,442500
2,1,920,7716,1,0,3,6,920,0,229950
3,2,1410,7265,1,0,4,7,1410,0,274950
3,2,1860,48076,1.5,0,4,8,1860,0,407185
4,3,2100,8400,1,0,4,7,1240,860,468000
2,1,1030,4365,1,0,3,7,1030,0,450000
2,1,940,8997,1,0,5,7,940,0,219950
2,3,1340,5995,2,0,3,7,1340,0,275000
2,1,850,6000,1,0,3,6,850,0,229950
3,2,2130,4400,1,0,3,7,1430,700,675000
4,3,2430,6796,2,0,3,8,2430,0,412950
5,2,2290,39000,2,0,3,8,2290,0,670000
3,2,1230,10005,1,0,4,7,1230,0,420000
3,2,1150,27319,1,0,4,6,1150,0,358000
3,3,2120,3600,2,0,3,9,2120,0,680000
2,1,980,3400,1,0,3,7,980,0,380000
3,3,2130,219978,2,0,3,8,2130,0,515000
